2.8002
2.034
2.7821
2.3228
2.7641
2.6416
2.6775
2.7183
2.6316
2.6236
2.4165
2.4224
2.3754
2.506
2.3224
2.4228
2.2803
2.1643
2.488
2.3491
2.495
2.4773
2.3133
2.3628
2.2522
2.3489
2.3576
2.4378
2.567
2.1401
2.3659
2.4207
2.7949
2.3582
1.9796
